,school_name,type,student_name,budget
24828,Wright High School,Charter,Jonathan Thomas,1049400
24829,Wright High School,Charter,John Lozano,1049400
24830,Wright High School,Charter,Eric White,1049400
24831,Wright High School,Charter,Kimberly Mclaughlin,1049400
24832,Wright High School,Charter,Jessica Thornton,1049400
24833,Wright High School,Charter,Melissa King,1049400
24834,Wright High School,Charter,Dawn Hopkins,1049400
24835,Wright High School,Charter,Samuel Martin,1049400
24836,Wright High School,Charter,Joseph Jones,1049400
24837,Wright High School,Charter,Pamela Phillips,1049400
24838,Wright High School,Charter,Mary Hill,1049400
24839,Wright High School,Charter,Michelle Herrera,1049400
24840,Wright High School,Charter,Angela Jones,1049400
24841,Wright High School,Charter,Beth Weaver,1049400
24842,Wright High School,Charter,Susan Owens,1049400
24843,Wright High School,Charter,Michael Johnson,1049400
24844,Wright High School,Charter,Seth Schmitt,1049400
24845,Wright High School,Charter,Elizabeth Torres,1049400
24846,Wright High School,Charter,Joseph Murray,1049400
24847,Wright High School,Charter,Laura Scott,1049400
24848,Wright High School,Charter,Kayla Evans,1049400
24849,Wright High School,Charter,Logan Burgess,1049400
24850,Wright High School,Charter,Annette Robertson,1049400
24851,Wright High School,Charter,Heather Cobb,1049400
24852,Wright High School,Charter,Hannah Whitney,1049400
24853,Wright High School,Charter,Alexander Carson,1049400
24854,Wright High School,Charter,Christy Tucker,1049400
24855,Wright High School,Charter,Tiffany Miller,1049400
24856,Wright High School,Charter,John Thompson,1049400
24857,Wright High School,Charter,Elizabeth Pennington,1049400
24858,Wright High School,Charter,Jennifer Pugh,1049400
24859,Wright High School,Charter,Tina Gray,1049400
24860,Wright High School,Charter,Alexander Barker,1049400
24861,Wright High School,Charter,Brittney Clarke,1049400
24862,Wright High School,Charter,Jared Johnson,1049400
24863,Wright High School,Charter,Stephanie Powers,1049400
24864,Wright High School,Charter,Curtis Christensen,1049400
24865,Wright High School,Charter,Jeffrey Watson,1049400
24866,Wright High School,Charter,Christina Farrell,1049400
24867,Wright High School,Charter,Michael Green,1049400
24868,Wright High School,Charter,Valerie Guerrero,1049400
24869,Wright High School,Charter,Robert Hill,1049400
24870,Wright High School,Charter,Dustin Thomas,1049400
24871,Wright High School,Charter,William Chavez,1049400
24872,Wright High School,Charter,Ann Huber,1049400
24873,Wright High School,Charter,Ryan Munoz,1049400
24874,Wright High School,Charter,Kristi Allen,1049400
24875,Wright High School,Charter,Karen Hamilton,1049400
24876,Wright High School,Charter,Melissa Jones,1049400
24877,Wright High School,Charter,Samantha Russell,1049400
24878,Wright High School,Charter,Dawn Crane,1049400
24879,Wright High School,Charter,Austin Black,1049400
24880,Wright High School,Charter,Eduardo Ford,1049400
24881,Wright High School,Charter,Brian Brown,1049400
24882,Wright High School,Charter,Christina Gonzalez DVM,1049400
24883,Wright High School,Charter,Lauren Jones,1049400
24884,Wright High School,Charter,Linda Solis,1049400
24885,Wright High School,Charter,Barbara Walls,1049400
24886,Wright High School,Charter,Elizabeth Miller,1049400
24887,Wright High School,Charter,Erin Vazquez,1049400
24888,Wright High School,Charter,Dr. Anthony Jimenez,1049400
24889,Wright High School,Charter,Christopher Thornton Jr.,1049400
24890,Wright High School,Charter,John Bean,1049400
24891,Wright High School,Charter,Mrs. Julie Powers,1049400
24892,Wright High School,Charter,Matthew Walker,1049400
24893,Wright High School,Charter,Sean White,1049400
24894,Wright High School,Charter,Julie James,1049400
24895,Wright High School,Charter,Phillip Shaw,1049400
24896,Wright High School,Charter,Edward Ward,1049400
24897,Wright High School,Charter,Rebecca Keller,1049400
24898,Wright High School,Charter,Natalie Hall,1049400
24899,Wright High School,Charter,Tara Yoder,1049400
24900,Wright High School,Charter,Lisa Wong,1049400
24901,Wright High School,Charter,Kimberly Weber,1049400
24902,Wright High School,Charter,Dr. Christopher Sullivan,1049400
24903,Wright High School,Charter,Matthew Carter,1049400
24904,Wright High School,Charter,Megan Cain,1049400
24905,Wright High School,Charter,Robert Orozco,1049400
24906,Wright High School,Charter,Brian Torres,1049400
24907,Wright High School,Charter,Paul Montgomery,1049400
24908,Wright High School,Charter,Cindy Porter,1049400
24909,Wright High School,Charter,Alexander Luna,1049400
24910,Wright High School,Charter,Julie Williamson,1049400
24911,Wright High School,Charter,Ronald Ball,1049400
24912,Wright High School,Charter,Jason Barnes,1049400
24913,Wright High School,Charter,Dr. Joyce Pace,1049400
24914,Wright High School,Charter,Edward Rodriguez,1049400
24915,Wright High School,Charter,Brittany Lewis,1049400
24916,Wright High School,Charter,Michelle White,1049400
24917,Wright High School,Charter,Sarah Rosario,1049400
24918,Wright High School,Charter,Sarah Ali,1049400
24919,Wright High School,Charter,Richard Joseph,1049400
24920,Wright High School,Charter,Angelica Rojas,1049400
24921,Wright High School,Charter,John Jones,1049400
24922,Wright High School,Charter,Misty Cox,1049400
24923,Wright High School,Charter,Nicholas Hart,1049400
24924,Wright High School,Charter,Mario Martinez,1049400
24925,Wright High School,Charter,Kevin Reed,1049400
24926,Wright High School,Charter,Kyle Johnson,1049400
24927,Wright High School,Charter,Cindy Warner,1049400
24928,Wright High School,Charter,Aaron Perez,1049400
24929,Wright High School,Charter,Daniel Marshall,1049400
24930,Wright High School,Charter,Desiree Dixon,1049400
24931,Wright High School,Charter,Paul Fritz,1049400
24932,Wright High School,Charter,Cassie Fowler,1049400
24933,Wright High School,Charter,Justin Barnes,1049400
24934,Wright High School,Charter,Timothy Singleton,1049400
24935,Wright High School,Charter,Alexander Smith,1049400
24936,Wright High School,Charter,Jane Santos,1049400
24937,Wright High School,Charter,Matthew Velasquez,1049400
24938,Wright High School,Charter,Eddie Farrell,1049400
24939,Wright High School,Charter,Steven Cook,1049400
24940,Wright High School,Charter,Keith Brewer,1049400
24941,Wright High School,Charter,Jessica Garcia,1049400
24942,Wright High School,Charter,Kelly Macdonald,1049400
24943,Wright High School,Charter,James Lane,1049400
24944,Wright High School,Charter,Tina Martin,1049400
24945,Wright High School,Charter,Brian Mccarty,1049400
24946,Wright High School,Charter,Jennifer Sanchez,1049400
24947,Wright High School,Charter,Michael Parrish,1049400
24948,Wright High School,Charter,James Mullins,1049400
24949,Wright High School,Charter,Margaret Martin,1049400
24950,Wright High School,Charter,Mary Kim,1049400
24951,Wright High School,Charter,Anthony Coleman,1049400
24952,Wright High School,Charter,William Swanson,1049400
24953,Wright High School,Charter,Eric Simon,1049400
24954,Wright High School,Charter,Anna Lopez,1049400
24955,Wright High School,Charter,Susan Thompson,1049400
24956,Wright High School,Charter,Andrea Ramos,1049400
24957,Wright High School,Charter,Bonnie Henry,1049400
24958,Wright High School,Charter,Larry Peterson,1049400
24959,Wright High School,Charter,Angela Morris,1049400
24960,Wright High School,Charter,Shawn Simmons,1049400
24961,Wright High School,Charter,Shannon Ortiz,1049400
24962,Wright High School,Charter,Lisa Munoz,1049400
24963,Wright High School,Charter,Emily Spencer,1049400
24964,Wright High School,Charter,Kathleen Wilson,1049400
24965,Wright High School,Charter,Robert Harrison,1049400
24966,Wright High School,Charter,Justin Fisher,1049400
24967,Wright High School,Charter,Gregory Cunningham,1049400
24968,Wright High School,Charter,Adam Singh,1049400
24969,Wright High School,Charter,Vanessa Robinson,1049400
24970,Wright High School,Charter,William Williams,1049400
24971,Wright High School,Charter,Isaac Hubbard,1049400
24972,Wright High School,Charter,Diane Powell,1049400
24973,Wright High School,Charter,Jason Atkinson,1049400
24974,Wright High School,Charter,Jennifer Martinez,1049400
24975,Wright High School,Charter,Brianna Smith,1049400
24976,Wright High School,Charter,Alexander Miller,1049400
24977,Wright High School,Charter,Andrew Thomas,1049400
24978,Wright High School,Charter,Calvin Schwartz,1049400
24979,Wright High School,Charter,Rose Perez,1049400
24980,Wright High School,Charter,Alex Ramirez,1049400
24981,Wright High School,Charter,Randall Alexander,1049400
24982,Wright High School,Charter,Sara Thomas,1049400
24983,Wright High School,Charter,Chad Bradley,1049400
24984,Wright High School,Charter,James Dixon,1049400
24985,Wright High School,Charter,Steven Maddox,1049400
24986,Wright High School,Charter,Ashley Pena,1049400
24987,Wright High School,Charter,Noah Lawrence,1049400
24988,Wright High School,Charter,Phyllis Pearson,1049400
24989,Wright High School,Charter,Emily Gomez,1049400
24990,Wright High School,Charter,Jessica Leblanc,1049400
24991,Wright High School,Charter,Timothy Taylor,1049400
24992,Wright High School,Charter,Gerald Garcia,1049400
24993,Wright High School,Charter,Kathryn Young,1049400
24994,Wright High School,Charter,Robert Brown,1049400
24995,Wright High School,Charter,Amanda Hawkins,1049400
24996,Wright High School,Charter,Daniel Brown,1049400
24997,Wright High School,Charter,Lindsey Duke,1049400
24998,Wright High School,Charter,Taylor Larson,1049400
24999,Wright High School,Charter,Mark Williams,1049400
25000,Wright High School,Charter,Brian Mason,1049400
25001,Wright High School,Charter,Jesse Torres,1049400
25002,Wright High School,Charter,Gina Martin,1049400
25003,Wright High School,Charter,Lori Martin,1049400
25004,Wright High School,Charter,Lindsay Henry,1049400
25005,Wright High School,Charter,Amanda Ortiz,1049400
25006,Wright High School,Charter,Carlos Guerrero,1049400
25007,Wright High School,Charter,Michael Nunez,1049400
25008,Wright High School,Charter,Margaret Soto,1049400
25009,Wright High School,Charter,Melissa Flores,1049400
25010,Wright High School,Charter,Gina Parker,1049400
25011,Wright High School,Charter,Kevin Goodwin,1049400
25012,Wright High School,Charter,Dennis Chan,1049400
25013,Wright High School,Charter,Shane Murray,1049400
25014,Wright High School,Charter,Sharon Wilkerson,1049400
25015,Wright High School,Charter,Joseph Raymond,1049400
25016,Wright High School,Charter,Jamie Mckay,1049400
25017,Wright High School,Charter,Kyle Jefferson,1049400
25018,Wright High School,Charter,Kari King,1049400
25019,Wright High School,Charter,Danielle Rivera,1049400
25020,Wright High School,Charter,Dylan Valenzuela,1049400
25021,Wright High School,Charter,Shawn Scott,1049400
25022,Wright High School,Charter,Joanna Kline,1049400
25023,Wright High School,Charter,Jill Dawson,1049400
25024,Wright High School,Charter,Todd Graham,1049400
25025,Wright High School,Charter,James Mccullough,1049400
25026,Wright High School,Charter,Rebecca Mitchell,1049400
25027,Wright High School,Charter,Daniel Gutierrez,1049400
25028,Wright High School,Charter,Steven Daniel,1049400
25029,Wright High School,Charter,Dr. Alyssa Patrick,1049400
25030,Wright High School,Charter,Andrea Hood,1049400
25031,Wright High School,Charter,Thomas Williams,1049400
25032,Wright High School,Charter,Kristopher Collins,1049400
25033,Wright High School,Charter,Roberto Johnson,1049400
25034,Wright High School,Charter,Alexis Hoffman,1049400
25035,Wright High School,Charter,Michelle Young,1049400
25036,Wright High School,Charter,Kimberly Roberts,1049400
25037,Wright High School,Charter,Wanda Chang,1049400
25038,Wright High School,Charter,Sherry Adkins,1049400
25039,Wright High School,Charter,Cory Pearson,1049400
25040,Wright High School,Charter,Theresa Jackson,1049400
25041,Wright High School,Charter,Hayden Oconnor,1049400
25042,Wright High School,Charter,Johnathan Ramirez,1049400
25043,Wright High School,Charter,Kristin Mays,1049400
25044,Wright High School,Charter,Katherine Murray,1049400
25045,Wright High School,Charter,Nathaniel Villa,1049400
25046,Wright High School,Charter,April Oconnor,1049400
25047,Wright High School,Charter,Kimberly Clark,1049400
25048,Wright High School,Charter,Pedro Scott,1049400
25049,Wright High School,Charter,Sheri Neal,1049400
25050,Wright High School,Charter,Molly Lam,1049400
25051,Wright High School,Charter,Alexander Hall,1049400
25052,Wright High School,Charter,Sara Sherman,1049400
25053,Wright High School,Charter,Bradley Juarez,1049400
25054,Wright High School,Charter,Carolyn Ferguson,1049400
25055,Wright High School,Charter,Melissa Ross,1049400
25056,Wright High School,Charter,Stephen Jackson,1049400
25057,Wright High School,Charter,Sandra Farrell,1049400
25058,Wright High School,Charter,Sabrina Harrison,1049400
25059,Wright High School,Charter,Patrick Smith,1049400
25060,Wright High School,Charter,Amanda Burke,1049400
25061,Wright High School,Charter,Madison Richard,1049400
25062,Wright High School,Charter,Alyssa Scott,1049400
25063,Wright High School,Charter,Erin Fisher,1049400
25064,Wright High School,Charter,Danny Bates,1049400
25065,Wright High School,Charter,Leah Mccall,1049400
25066,Wright High School,Charter,Heidi Mathews,1049400
25067,Wright High School,Charter,Adam Hayes III,1049400
25068,Wright High School,Charter,Julie Garcia,1049400
25069,Wright High School,Charter,Jacob Black,1049400
25070,Wright High School,Charter,Jonathan Torres,1049400
25071,Wright High School,Charter,Jonathan Choi,1049400
25072,Wright High School,Charter,Dalton Fisher,1049400
25073,Wright High School,Charter,Megan Ramsey,1049400
25074,Wright High School,Charter,Michael Robinson,1049400
25075,Wright High School,Charter,John Dunlap,1049400
25076,Wright High School,Charter,Natalie Myers,1049400
25077,Wright High School,Charter,Timothy Marshall,1049400
25078,Wright High School,Charter,Michael Stevens,1049400
25079,Wright High School,Charter,Benjamin Barrett,1049400
25080,Wright High School,Charter,Mitchell Hernandez,1049400
25081,Wright High School,Charter,Brittany Holmes MD,1049400
25082,Wright High School,Charter,William Reynolds,1049400
25083,Wright High School,Charter,Sara Walsh,1049400
25084,Wright High School,Charter,Robert Dudley,1049400
25085,Wright High School,Charter,Justin Garcia,1049400
25086,Wright High School,Charter,Ellen Walker,1049400
25087,Wright High School,Charter,April Guzman,1049400
25088,Wright High School,Charter,Stefanie Adams,1049400
25089,Wright High School,Charter,Chelsea Aguirre,1049400
25090,Wright High School,Charter,Kimberly Payne,1049400
25091,Wright High School,Charter,Brian Johnson,1049400
25092,Wright High School,Charter,Kevin Sexton,1049400
25093,Wright High School,Charter,Anna Guzman,1049400
25094,Wright High School,Charter,James Porter,1049400
25095,Wright High School,Charter,Jessica Collins,1049400
25096,Wright High School,Charter,Edwin Garza,1049400
25097,Wright High School,Charter,Kristie Chavez,1049400
25098,Wright High School,Charter,Joseph Jimenez,1049400
25099,Wright High School,Charter,Brandy Calderon,1049400
25100,Wright High School,Charter,Bruce Phillips,1049400
25101,Wright High School,Charter,Nicole Ray,1049400
25102,Wright High School,Charter,Tracy Rodriguez,1049400
25103,Wright High School,Charter,Dana Phillips,1049400
25104,Wright High School,Charter,Samuel Jones,1049400
25105,Wright High School,Charter,Matthew Garcia,1049400
25106,Wright High School,Charter,Ernest Love,1049400
25107,Wright High School,Charter,Elizabeth Tucker,1049400
25108,Wright High School,Charter,Vincent Franco,1049400
25109,Wright High School,Charter,Jennifer Foster,1049400
25110,Wright High School,Charter,Kurt Flores,1049400
25111,Wright High School,Charter,Mrs. Angela Floyd,1049400
25112,Wright High School,Charter,Amber Lambert,1049400
25113,Wright High School,Charter,Cindy Miller,1049400
25114,Wright High School,Charter,Kristin Tucker,1049400
25115,Wright High School,Charter,Diana Gill,1049400
25116,Wright High School,Charter,Connie Garrison,1049400
25117,Wright High School,Charter,Alexander Mckenzie,1049400
25118,Wright High School,Charter,Ryan Humphrey,1049400
25119,Wright High School,Charter,Wendy Hoffman,1049400
25120,Wright High School,Charter,Mariah Ryan,1049400
25121,Wright High School,Charter,Jesse Cox,1049400
25122,Wright High School,Charter,Ronald Mills,1049400
25123,Wright High School,Charter,Bryan Holland,1049400
25124,Wright High School,Charter,Deborah Young,1049400
25125,Wright High School,Charter,Sally Henderson,1049400
25126,Wright High School,Charter,Michael Grimes,1049400
25127,Wright High School,Charter,Christopher Murphy,1049400
25128,Wright High School,Charter,Bradley Nguyen,1049400
25129,Wright High School,Charter,Erica Avila,1049400
25130,Wright High School,Charter,Jerry Woods,1049400
25131,Wright High School,Charter,Michael Parsons,1049400
25132,Wright High School,Charter,Brandon Navarro,1049400
25133,Wright High School,Charter,Gary Mercado,1049400
25134,Wright High School,Charter,Derrick Miller,1049400
25135,Wright High School,Charter,Sandra West,1049400
25136,Wright High School,Charter,Ronald Roberts,1049400
25137,Wright High School,Charter,Tiffany Soto,1049400
25138,Wright High School,Charter,Charlotte Miles,1049400
25139,Wright High School,Charter,Kim Miller,1049400
25140,Wright High School,Charter,Tyler Lawson,1049400
25141,Wright High School,Charter,Angela Williams,1049400
25142,Wright High School,Charter,Andrew Robles,1049400
25143,Wright High School,Charter,James Duran,1049400
25144,Wright High School,Charter,Charles Lewis,1049400
25145,Wright High School,Charter,Judith Bernard,1049400
25146,Wright High School,Charter,Keith Jones,1049400
25147,Wright High School,Charter,Cathy Smith,1049400
25148,Wright High School,Charter,Steven Martinez,1049400
25149,Wright High School,Charter,Sue Hoffman,1049400
25150,Wright High School,Charter,Kaitlyn Palmer,1049400
25151,Wright High School,Charter,Ms. Angela Hernandez,1049400
25152,Wright High School,Charter,Teresa Peterson,1049400
25153,Wright High School,Charter,Lindsay Brown,1049400
25154,Wright High School,Charter,Melissa Valenzuela,1049400
25155,Wright High School,Charter,Eric Barnett,1049400
25156,Wright High School,Charter,Samuel Phelps,1049400
25157,Wright High School,Charter,Matthew Clark,1049400
25158,Wright High School,Charter,Jerry Fisher,1049400
25159,Wright High School,Charter,Jon Burke,1049400
25160,Wright High School,Charter,Gary King,1049400
25161,Wright High School,Charter,Carlos Clarke,1049400
25162,Wright High School,Charter,Lindsey Walls,1049400
25163,Wright High School,Charter,Casey Murray,1049400
25164,Wright High School,Charter,Michelle Bailey,1049400
25165,Wright High School,Charter,Taylor Morris,1049400
25166,Wright High School,Charter,Ian Walker,1049400
25167,Wright High School,Charter,Janet Fowler,1049400
25168,Wright High School,Charter,Mark Rivera,1049400
25169,Wright High School,Charter,Jake Hernandez,1049400
25170,Wright High School,Charter,Mark Maldonado,1049400
25171,Wright High School,Charter,Kayla Pearson,1049400
25172,Wright High School,Charter,Teresa Berry,1049400
25173,Wright High School,Charter,Philip Martin,1049400
25174,Wright High School,Charter,Stephanie Hudson,1049400
25175,Wright High School,Charter,Pamela Jackson,1049400
25176,Wright High School,Charter,Eric Smith,1049400
25177,Wright High School,Charter,Michael Vargas,1049400
25178,Wright High School,Charter,Brenda Smith,1049400
25179,Wright High School,Charter,Nathan Stevens,1049400
25180,Wright High School,Charter,Doris Bell,1049400
25181,Wright High School,Charter,Thomas Lopez,1049400
25182,Wright High School,Charter,Ashley Brooks,1049400
25183,Wright High School,Charter,Jennifer Fisher,1049400
25184,Wright High School,Charter,Steven Craig,1049400
25185,Wright High School,Charter,Ashley Delgado,1049400
25186,Wright High School,Charter,Danielle Johnson,1049400
25187,Wright High School,Charter,Alexandria Orozco,1049400
25188,Wright High School,Charter,Wayne Bernard,1049400
25189,Wright High School,Charter,Amanda Garrett,1049400
25190,Wright High School,Charter,Victoria Ho,1049400
25191,Wright High School,Charter,Thomas Johnston,1049400
25192,Wright High School,Charter,Deborah Harris,1049400
25193,Wright High School,Charter,John Lamb,1049400
25194,Wright High School,Charter,Elizabeth Bernard,1049400
25195,Wright High School,Charter,Martin Baker,1049400
25196,Wright High School,Charter,Calvin Smith,1049400
25197,Wright High School,Charter,Phillip Mcmillan,1049400
25198,Wright High School,Charter,Regina Garcia,1049400
25199,Wright High School,Charter,Jason Ho,1049400
25200,Wright High School,Charter,Christopher Villegas,1049400
25201,Wright High School,Charter,Erika Lewis,1049400
25202,Wright High School,Charter,Eddie Hernandez,1049400
25203,Wright High School,Charter,Scott Medina,1049400
25204,Wright High School,Charter,Kimberly Johnson,1049400
25205,Wright High School,Charter,Bruce Hale,1049400
25206,Wright High School,Charter,Cheryl Whitehead,1049400
25207,Wright High School,Charter,Kevin Morales,1049400
25208,Wright High School,Charter,Sherry Whitaker,1049400
25209,Wright High School,Charter,Ryan Hayes,1049400
25210,Wright High School,Charter,Russell Jimenez,1049400
25211,Wright High School,Charter,Brenda Allen,1049400
25212,Wright High School,Charter,Cesar Mason,1049400
25213,Wright High School,Charter,Tiffany Conley,1049400
25214,Wright High School,Charter,Thomas Brown,1049400
25215,Wright High School,Charter,Michael Cummings MD,1049400
25216,Wright High School,Charter,Joel Carlson,1049400
25217,Wright High School,Charter,Lisa Banks,1049400
25218,Wright High School,Charter,Joseph Price,1049400
25219,Wright High School,Charter,Jennifer Gilbert,1049400
25220,Wright High School,Charter,Elizabeth Russell,1049400
25221,Wright High School,Charter,Larry Hooper,1049400
25222,Wright High School,Charter,Sandra Noble,1049400
25223,Wright High School,Charter,Zachary Baldwin,1049400
25224,Wright High School,Charter,Alexander Gillespie,1049400
25225,Wright High School,Charter,Mandy Glover,1049400
25226,Wright High School,Charter,Kayla Thornton,1049400
25227,Wright High School,Charter,Joshua Evans,1049400
25228,Wright High School,Charter,Nicole Perkins,1049400
25229,Wright High School,Charter,Rebecca Wilkinson,1049400
25230,Wright High School,Charter,Nathaniel Gonzalez,1049400
25231,Wright High School,Charter,Kyle Cruz,1049400
25232,Wright High School,Charter,William Lucas,1049400
25233,Wright High School,Charter,Randall Carroll,1049400
25234,Wright High School,Charter,Richard Johnson,1049400
25235,Wright High School,Charter,Morgan Mcconnell,1049400
25236,Wright High School,Charter,Lori Hayes,1049400
25237,Wright High School,Charter,Kayla Holmes,1049400
25238,Wright High School,Charter,Amber Nelson,1049400
25239,Wright High School,Charter,Thomas Berger,1049400
25240,Wright High School,Charter,Kathryn Snyder,1049400
25241,Wright High School,Charter,Amanda Mullins,1049400
25242,Wright High School,Charter,Regina Underwood,1049400
25243,Wright High School,Charter,Robert Collins,1049400
25244,Wright High School,Charter,Joseph Sellers,1049400
25245,Wright High School,Charter,Carla Ferrell,1049400
25246,Wright High School,Charter,Susan Stewart,1049400
25247,Wright High School,Charter,Nicole Evans,1049400
25248,Wright High School,Charter,Timothy Allen,1049400
25249,Wright High School,Charter,Mary Baldwin,1049400
25250,Wright High School,Charter,Rebecca Coleman,1049400
25251,Wright High School,Charter,Steven Wright,1049400
25252,Wright High School,Charter,Michael Miller,1049400
25253,Wright High School,Charter,John Ewing,1049400
25254,Wright High School,Charter,Christina Hammond,1049400
25255,Wright High School,Charter,Nicholas Petersen,1049400
25256,Wright High School,Charter,Dylan Buchanan,1049400
25257,Wright High School,Charter,Anna Cole,1049400
25258,Wright High School,Charter,Meghan Garcia,1049400
25259,Wright High School,Charter,Jenny Rivera,1049400
25260,Wright High School,Charter,Daniel Henson,1049400
25261,Wright High School,Charter,Scott Richardson,1049400
25262,Wright High School,Charter,Meghan Marshall,1049400
25263,Wright High School,Charter,Dustin Bowman,1049400
25264,Wright High School,Charter,Gregory Brown,1049400
25265,Wright High School,Charter,April Smith,1049400
25266,Wright High School,Charter,Angela Owens,1049400
25267,Wright High School,Charter,Angel Pena,1049400
25268,Wright High School,Charter,Christopher Martin,1049400
25269,Wright High School,Charter,Yolanda Brown,1049400
25270,Wright High School,Charter,Sarah Roberts,1049400
25271,Wright High School,Charter,Victor Poole,1049400
25272,Wright High School,Charter,Daniel Watson,1049400
25273,Wright High School,Charter,Henry Mcgrath,1049400
25274,Wright High School,Charter,Jason Meyer,1049400
25275,Wright High School,Charter,Katie Wright,1049400
25276,Wright High School,Charter,Tina Smith,1049400
25277,Wright High School,Charter,Charles Cruz,1049400
25278,Wright High School,Charter,David Knight,1049400
25279,Wright High School,Charter,Steven Pineda,1049400
25280,Wright High School,Charter,Jacqueline Holloway,1049400
25281,Wright High School,Charter,Victoria Lopez,1049400
25282,Wright High School,Charter,George Lyons,1049400
25283,Wright High School,Charter,Todd Browning,1049400
25284,Wright High School,Charter,Kelly Anderson,1049400
25285,Wright High School,Charter,Sandra Beck,1049400
25286,Wright High School,Charter,Jennifer Briggs,1049400
25287,Wright High School,Charter,Sherry Patel,1049400
25288,Wright High School,Charter,Ronald Hunter,1049400
25289,Wright High School,Charter,Catherine Santana,1049400
25290,Wright High School,Charter,Katherine Payne,1049400
25291,Wright High School,Charter,Devin Merritt,1049400
25292,Wright High School,Charter,Donna Odom,1049400
25293,Wright High School,Charter,Bradley Baker,1049400
25294,Wright High School,Charter,Sandy Conner,1049400
25295,Wright High School,Charter,Bill Wagner,1049400
25296,Wright High School,Charter,Stephanie Bender,1049400
25297,Wright High School,Charter,Robert Marshall,1049400
25298,Wright High School,Charter,Steven Johnson,1049400
25299,Wright High School,Charter,Hannah Pena,1049400
25300,Wright High School,Charter,Victoria Collins,1049400
25301,Wright High School,Charter,Jason Walls,1049400
25302,Wright High School,Charter,Melanie Mitchell,1049400
25303,Wright High School,Charter,Manuel Owen,1049400
25304,Wright High School,Charter,Jeremy Marshall,1049400
25305,Wright High School,Charter,Steven Perez,1049400
25306,Wright High School,Charter,Tiffany Jones,1049400
25307,Wright High School,Charter,Hailey Torres,1049400
25308,Wright High School,Charter,Lisa Rose,1049400
25309,Wright High School,Charter,Danielle Gillespie,1049400
25310,Wright High School,Charter,Matthew Nielsen,1049400
25311,Wright High School,Charter,Elizabeth Cooper,1049400
25312,Wright High School,Charter,Matthew Jackson,1049400
25313,Wright High School,Charter,William Howell,1049400
25314,Wright High School,Charter,Kelly Porter,1049400
25315,Wright High School,Charter,Kristin Guzman,1049400
25316,Wright High School,Charter,Michael Dudley,1049400
25317,Wright High School,Charter,Austin Johnson,1049400
25318,Wright High School,Charter,Robert Bean,1049400
25319,Wright High School,Charter,Dave Suarez,1049400
25320,Wright High School,Charter,Kevin Mcintyre,1049400
25321,Wright High School,Charter,Daniel Charles,1049400
25322,Wright High School,Charter,Kellie Lam,1049400
25323,Wright High School,Charter,Sandra Turner,1049400
25324,Wright High School,Charter,Scott Willis,1049400
25325,Wright High School,Charter,Brittany Sanchez PhD,1049400
25326,Wright High School,Charter,Jamie Huynh,1049400
25327,Wright High School,Charter,David Powell,1049400
25328,Wright High School,Charter,Mary Clark,1049400
25329,Wright High School,Charter,Jennifer Fletcher,1049400
25330,Wright High School,Charter,Joshua Wolf,1049400
25331,Wright High School,Charter,Stephen Bender,1049400
25332,Wright High School,Charter,Luke Barrett,1049400
25333,Wright High School,Charter,Rachel Randolph,1049400
25334,Wright High School,Charter,Scott Smith,1049400
25335,Wright High School,Charter,Marissa Kennedy,1049400
25336,Wright High School,Charter,Amanda Nelson,1049400
25337,Wright High School,Charter,James Martinez,1049400
25338,Wright High School,Charter,Ryan Norman,1049400
25339,Wright High School,Charter,Brian Rodriguez,1049400
25340,Wright High School,Charter,Joel Garcia,1049400
25341,Wright High School,Charter,James Farrell,1049400
25342,Wright High School,Charter,Nichole Pennington,1049400
25343,Wright High School,Charter,Lisa Gregory,1049400
25344,Wright High School,Charter,Lindsay Green,1049400
25345,Wright High School,Charter,Peter Ayers,1049400
25346,Wright High School,Charter,Wendy Jackson,1049400
25347,Wright High School,Charter,Ryan Arnold,1049400
25348,Wright High School,Charter,Amy Myers,1049400
25349,Wright High School,Charter,Karen Lozano,1049400
25350,Wright High School,Charter,Alex Anderson,1049400
25351,Wright High School,Charter,Cole Walters,1049400
25352,Wright High School,Charter,Diane Hoffman,1049400
25353,Wright High School,Charter,Timothy Estrada,1049400
25354,Wright High School,Charter,Rebecca Odom,1049400
25355,Wright High School,Charter,Morgan Davis,1049400
25356,Wright High School,Charter,Carol Ford,1049400
25357,Wright High School,Charter,Wesley Snyder,1049400
25358,Wright High School,Charter,Danielle Wilson,1049400
25359,Wright High School,Charter,Christopher Anderson,1049400
25360,Wright High School,Charter,Daniel Bridges,1049400
25361,Wright High School,Charter,Erica Rodriguez,1049400
25362,Wright High School,Charter,Grace Jenkins,1049400
25363,Wright High School,Charter,Melissa Holmes,1049400
25364,Wright High School,Charter,Christina Leonard,1049400
25365,Wright High School,Charter,Carlos Sanchez,1049400
25366,Wright High School,Charter,Harold Bennett,1049400
25367,Wright High School,Charter,Daniel Fernandez,1049400
25368,Wright High School,Charter,Anthony Short,1049400
25369,Wright High School,Charter,Charles Russo,1049400
25370,Wright High School,Charter,Alicia Curtis,1049400
25371,Wright High School,Charter,Nicole Mclean DVM,1049400
25372,Wright High School,Charter,Tyler Delgado,1049400
25373,Wright High School,Charter,Carolyn Adkins,1049400
25374,Wright High School,Charter,Thomas Ibarra,1049400
25375,Wright High School,Charter,Ricardo Cochran,1049400
25376,Wright High School,Charter,Jordan Lynch,1049400
